%
%
% Run:00    Table:BUOYS             SWAN version:41.20
%
%       Time               Xp            Yp            Depth       X-Windv       Y-Windv         Hsig          Dir           RTpeak        Period        Tm01          Tm02          PkDir
%       [ ]                [degr]        [degr]        [m]           [m/s]         [m/s]         [m]           [degr]        [sec]         [sec]         [sec]         [sec]         [degr]
%
20120829.230000          -84.517       28.5000       51.6082       -4.2475        5.1127       2.27107       240.395       10.1933        7.7575        7.7575        6.5548       265.000
20120829.230000          -88.207       29.2120      293.3774       -2.4166       15.0186       4.34012       190.995        9.2666        7.7323        7.7323        7.2277       235.000
20120829.230000          -94.000       22.2030     3498.4778       -0.4465        5.9095       1.48751        24.679       10.1933        7.2558        7.2558        5.4275        25.000
20120829.230000          -84.857       19.8020     4540.7300       -5.7753        5.8882       1.80121        50.001       10.1933        5.7439        5.7439        4.4578       335.000
20120830.000000          -89.658       25.8880     3176.6836        3.9115       10.1306       2.67996       276.646        9.2666        6.4622        6.4622        5.6866       325.000
20120830.000000          -93.666       25.7900     3211.0347        5.5821        4.6553       1.50610       344.130        7.6584        5.1376        5.1376        4.1801         5.000
20120830.000000          -85.612       26.0440     3278.5854       -3.9714        8.0837       2.31771       264.119       10.1933        6.3762        6.3762        5.0570       295.000
20120830.000000          -87.555       30.0650       24.8846       -5.7082       11.1081       2.97594       169.253        9.2666        6.6443        6.6443        5.9723       175.000
20120830.000000          -96.695       26.9660       85.1907        2.9615       -0.2011       0.88604        54.000       11.2126        5.1737        5.1737        4.0499        85.000
20120830.000000          -94.413       29.2320       15.3785        6.9792       -7.4580       1.04717       323.554        4.3229        3.3945        3.3945        2.9565       325.000
20120830.000000          -84.517       28.5000       51.6082       -4.4701        5.0033       2.23120       240.908       10.1933        7.6610        7.6610        6.3651       265.000
20120830.000000          -88.207       29.2120      293.3774       -2.2324       14.7720       4.23825       191.311        9.2666        7.6394        7.6394        7.1346       235.000
20120830.000000          -94.000       22.2030     3498.4778       -0.5081        6.3209       1.46896        24.329       10.1933        6.8479        6.8479        5.1441        25.000
20120830.000000          -84.857       19.8020     4540.7300       -5.9288        6.4312       1.86299        65.809       10.1933        5.5719        5.5719        4.3595       335.000
20120830.010000          -89.658       25.8880     3176.6836        4.1212        9.9110       2.63428       275.140        9.2666        6.4020        6.4020        5.6289       325.000
20120830.010000          -93.666       25.7900     3211.0347        6.4645        3.8433       1.47696       341.040        7.6584        5.0236        5.0236        4.0925         5.000
20120830.010000          -85.612       26.0440     3278.5854       -3.6540        8.1397       2.30007       261.771       10.1933        6.2773        6.2773        4.9856       295.000
20120830.010000          -87.555       30.0650       24.8846       -5.4348       10.9317       2.90114       169.864        9.2666        6.5660        6.5660        5.8913       175.000
20120830.010000          -96.695       26.9660       85.1907        2.9639       -0.2413       0.83477        51.796       11.2126        4.9902        4.9902        3.9223        45.000
20120830.010000          -94.413       29.2320       15.3785        8.3358       -8.6884       1.21477       321.748        4.3229        3.5814        3.5814        3.1473       335.000
20120830.010000          -84.517       28.5000       51.6082       -4.3072        5.2941       2.19341       241.218       10.1933        7.5582        7.5582        6.2186       265.000
20120830.010000          -88.207       29.2120      293.3774       -2.2690       14.2867       4.12799       191.555        9.2666        7.5521        7.5521        7.0490       235.000
20120830.010000          -94.000       22.2030     3498.4778       -0.2599        6.0656       1.45575        24.264       10.1933        6.4550        6.4550        4.8282        25.000
20120830.010000          -84.857       19.8020     4540.7300       -5.9534        5.8476       1.89360        73.524       10.1933        5.5273        5.5273        4.3396       335.000
20120830.020000          -89.658       25.8880     3176.6836        3.9711        9.8228       2.58864       273.806        9.2666        6.3444        6.3444        5.5731       325.000
20120830.020000          -93.666       25.7900     3211.0347        6.7076        3.7000       1.45145       337.614        7.6584        4.9224        4.9224        4.0204         5.000
20120830.020000          -85.612       26.0440     3278.5854       -3.3365        8.1957       2.27685       259.557       10.1933        6.1991        6.1991        4.9277       295.000
20120830.020000          -87.555       30.0650       24.8846       -5.0879       10.8590       2.83880       170.330        9.2666        6.4899        6.4899        5.8197       175.000
20120830.020000          -96.695       26.9660       85.1907        3.0834       -0.3896       0.78592        49.645       11.2126        4.8050        4.8050        3.7818        45.000
20120830.020000          -94.413       29.2320       15.3785        9.0314       -8.7709       1.34133       320.124        4.7552        3.7634        3.7634        3.3264       325.000
20120830.020000          -84.517       28.5000       51.6082       -4.1443        5.5848       2.15789       241.346       10.1933        7.4450        7.4450        6.0758       265.000
20120830.020000          -88.207       29.2120      293.3774       -2.0114       13.9646       4.02787       191.693        9.2666        7.4653        7.4653        6.9650       235.000
20120830.020000          -94.000       22.2030     3498.4778       -0.0118        5.8103       1.43905        24.003       10.1933        6.1166        6.1166        4.5029        25.000
20120830.020000          -84.857       19.8020     4540.7300       -5.9779        5.2642       1.90401        77.172       10.1933        5.5373        5.5373        4.3595       335.000
20120830.030000          -89.658       25.8880     3176.6836        3.6234        9.7825       2.53970       273.032        9.2666        6.3030        6.3030        5.5259       325.000
20120830.030000          -93.666       25.7900     3211.0347        6.5739        3.8165       1.42312       334.721        7.6584        4.8635        4.8635        4.0092         5.000
20120830.030000          -85.612       26.0440     3278.5854       -3.0191        8.2516       2.25161       257.381       10.1933        6.1224        6.1224        4.8764       295.000
20120830.030000          -87.555       30.0650       24.8846       -4.8352       10.9735       2.79077       170.690        9.2666        6.4200        6.4200        5.7498       185.000
20120830.030000          -96.695       26.9660       85.1907        3.0186       -0.3650       0.73900        47.560       11.2126        4.6430        4.6430        3.6720        45.000
20120830.030000          -94.413       29.2320       15.3785        9.3158       -8.2196       1.40168       318.088        4.7552        3.8435        3.8435        3.3923       325.000
20120830.030000          -84.517       28.5000       51.6082       -3.9814        5.8756       2.12535       241.285       10.1933        7.3294        7.3294        5.9688       265.000
20120830.030000          -88.207       29.2120      293.3774       -1.7834       13.8573       3.93011       192.020        9.2666        7.3924        7.3924        6.8863       235.000
20120830.030000          -94.000       22.2030     3498.4778        0.2363        5.5549       1.41683        23.352       10.1933        5.8817        5.8817        4.3113        15.000
20120830.030000          -84.857       19.8020     4540.7300       -6.0025        4.6807       1.90418        79.096       10.1933        5.5842        5.5842        4.4196       335.000
20120830.040000          -89.658       25.8880     3176.6836        3.2941        9.7332       2.49334       272.029        9.2666        6.2494        6.2494        5.4665       325.000
20120830.040000          -93.666       25.7900     3211.0347        6.4665        3.9084       1.39791       331.786        7.6584        4.7720        4.7720        3.9097         5.000
20120830.040000          -85.612       26.0440     3278.5854       -2.7016        8.3076       2.22229       255.342       10.1933        6.0600        6.0600        4.8253       295.000
20120830.040000          -87.555       30.0650       24.8846       -4.6074       11.1252       2.75092       171.116        9.2666        6.3595        6.3595        5.6974       175.000
20120830.040000          -96.695       26.9660       85.1907        2.9811       -0.3698       0.69313        45.808       11.2126        4.4783        4.4783        3.5284        45.000
20120830.040000          -94.413       29.2320       15.3785        9.5793       -7.6253       1.41270       315.610        4.7552        3.8972        3.8972        3.4482       325.000
20120830.040000          -84.517       28.5000       51.6082       -3.8185        6.1663       2.09925       240.841       10.1933        7.1469        7.1469        5.7375       265.000
20120830.040000          -88.207       29.2120      293.3774       -1.5742       13.7966       3.84574       191.911        9.2666        7.3199        7.3199        6.8165       235.000
20120830.040000          -94.000       22.2030     3498.4778        0.4845        5.2996       1.38979        22.485       10.1933        5.7232        5.7232        4.1895        15.000
20120830.040000          -84.857       19.8020     4540.7300       -6.0270        4.0973       1.88896        78.126       10.1933        5.6540        5.6540        4.4778       335.000
20120830.050000          -89.658       25.8880     3176.6836        2.9843        9.6734       2.44189       271.580        9.2666        6.2164        6.2164        5.4177       315.000
20120830.050000          -93.666       25.7900     3211.0347        6.3856        3.9765       1.37338       329.009        7.6584        4.7263        4.7263        3.9044         5.000
20120830.050000          -85.612       26.0440     3278.5854       -2.3842        8.3635       2.19391       253.196       10.1933        5.9956        5.9956        4.7880       295.000
20120830.050000          -87.555       30.0650       24.8846       -4.3995       11.3086       2.72015       171.487        8.4242        6.3093        6.3093        5.6478       185.000
20120830.050000          -96.695       26.9660       85.1907        2.9737       -0.4017       0.64786        44.348        5.7538        4.3740        4.3740        3.4775        45.000
20120830.050000          -94.413       29.2320       15.3785        9.8243       -6.9933       1.40913       312.500        4.7552        3.8900        3.8900        3.4320       315.000
20120830.050000          -84.517       28.5000       51.6082       -3.6556        6.4571       2.07822       240.107       10.1933        6.9518        6.9518        5.5323       265.000
20120830.050000          -88.207       29.2120      293.3774       -1.3785       13.7770       3.76306       191.921        9.2666        7.2436        7.2436        6.7306       235.000
20120830.050000          -94.000       22.2030     3498.4778        0.7326        5.0443       1.36129        21.695       10.1933        5.6125        5.6125        4.1337        15.000
20120830.050000          -84.857       19.8020     4540.7300       -6.0515        3.5137       1.87312        77.703       10.1933        5.7299        5.7299        4.5656       335.000
20120830.060000          -89.658       25.8880     3176.6836        2.6977        9.6014       2.39850       270.565        9.2666        6.1689        6.1689        5.3711       315.000
20120830.060000          -93.666       25.7900     3211.0347        6.3304        4.0223       1.35335       326.124        7.6584        4.6499        4.6499        3.8169         5.000
20120830.060000          -85.612       26.0440     3278.5854       -2.0667        8.4195       2.16458       251.047       10.1933        5.9346        5.9346        4.7362       295.000
20120830.060000          -87.555       30.0650       24.8846       -4.2101       11.5221       2.70702       171.638        8.4242        6.2616        6.2616        5.6166       175.000
20120830.060000          -96.695       26.9660       85.1907        2.9761       -0.4417       0.60629        42.886        5.7538        4.2136        4.2136        3.3297        35.000
20120830.060000          -94.413       29.2320       15.3785       10.0522       -6.3263       1.39135       309.293        4.7552        3.8956        3.8956        3.4466       315.000
20120830.060000          -84.517       28.5000       51.6082       -3.4927        6.7478       2.06383       239.032       10.1933        6.7378        6.7378        5.3156       265.000
20120830.060000          -88.207       29.2120      293.3774       -1.1927       13.7956       3.69817       191.621        9.2666        7.1802        7.1802        6.6717       235.000
20120830.060000          -94.000       22.2030     3498.4778        0.9807        4.7889       1.32963        20.661        9.2666        5.5455        5.5455        4.1085        15.000
20120830.060000          -84.857       19.8020     4540.7300       -6.0760        2.9303       1.85002        75.950       10.1933        5.8160        5.8160        4.6528       335.000
20120830.070000          -89.658       25.8880     3176.6836        2.4419        9.3639       2.34997       270.214        9.2666        6.1331        6.1331        5.3306       315.000
20120830.070000          -93.666       25.7900     3211.0347        5.2689        4.2967       1.32294       325.551        7.6584        4.6320        4.6320        3.8085         5.000
20120830.070000          -85.612       26.0440     3278.5854       -2.2811        8.2058       2.13519       248.899       10.1933        5.8736        5.8736        4.6922       295.000
20120830.070000          -87.555       30.0650       24.8846       -4.3793       12.2528       2.73968       171.655        8.4242        6.2244        6.2244        5.5919       175.000
20120830.070000          -96.695       26.9660       85.1907        2.5521       -0.3191       0.56679        41.604        5.2307        4.0682        4.0682        3.2048        35.000
20120830.070000          -94.413       29.2320       15.3785        9.2484       -4.0535       1.24095       304.540        4.7552        3.7835        3.7835        3.3164       295.000
20120830.070000          -84.517       28.5000       51.6082       -3.4813        6.4344       2.04168       238.420       10.1933        6.6369        6.6369        5.2434       265.000
20120830.070000          -88.207       29.2120      293.3774       -1.2549       14.1721       3.66610       191.034        8.4242        7.1237        7.1237        6.6210       235.000
20120830.070000          -94.000       22.2030     3498.4778        0.5128        4.7483       1.29862        19.777        9.2666        5.4634        5.4634        4.0580        15.000
20120830.070000          -84.857       19.8020     4540.7300       -6.0731        3.0487       1.82676        74.474       10.1933        5.8796        5.8796        4.7117       335.000
20120830.080000          -89.658       25.8880     3176.6836        1.9846        9.1065       2.29620       270.625        9.2666        6.1013        6.1013        5.2777       315.000
20120830.080000          -93.666       25.7900     3211.0347        4.4188        4.3150       1.28660       326.987        7.6584        4.6755        4.6755        3.8648         5.000
20120830.080000          -85.612       26.0440     3278.5854       -2.4953        7.9921       2.10433       246.976       10.1933        5.8172        5.8172        4.6585       295.000
20120830.080000          -87.555       30.0650       24.8846       -3.9587       11.9572       2.72620       171.967        8.4242        6.2012        6.2012        5.5667       185.000
20120830.080000          -96.695       26.9660       85.1907        2.1280       -0.1965       0.52900        40.516        5.2307        3.9645        3.9645        3.1384        35.000
20120830.080000          -94.413       29.2320       15.3785        9.2103       -3.2895       1.14057       299.309        4.7552        3.6563        3.6563        3.1980       295.000
20120830.080000          -84.517       28.5000       51.6082       -3.4699        6.1209       2.01694       237.994       10.1933        6.5572        6.5572        5.1732       265.000
20120830.080000          -88.207       29.2120      293.3774       -0.9859       13.7441       3.59950       190.714        8.4242        7.0502        7.0502        6.5454       235.000
20120830.080000          -94.000       22.2030     3498.4778        0.0448        4.7078       1.26927        19.021        9.2666        5.3712        5.3712        3.9952        15.000
20120830.080000          -84.857       19.8020     4540.7300       -6.0700        3.1671       1.81001        74.543       10.1933        5.8915        5.8915        4.7111       335.000
20120830.090000          -89.658       25.8880     3176.6836        1.5283        8.8321       2.24066       271.247        9.2666        6.1003        6.1003        5.2696       315.000
20120830.090000          -93.666       25.7900     3211.0347        3.6260        4.2651       1.24578       330.169        7.6584        4.7701        4.7701        3.9594         5.000
20120830.090000          -85.612       26.0440     3278.5854       -2.7096        7.7783       2.07290       245.161       10.1933        5.7578        5.7578        4.6034       295.000
20120830.090000          -87.555       30.0650       24.8846       -3.5511       11.6175       2.68683       172.303        8.4242        6.1627        6.1627        5.5335       175.000
20120830.090000          -96.695       26.9660       85.1907        1.7039       -0.0738       0.49446        39.556        5.2307        3.8313        3.8313        3.0205        35.000
20120830.090000          -94.413       29.2320       15.3785        9.1235       -2.5233       1.06909       294.146        4.3229        3.5131        3.5131        3.0411       295.000
20120830.090000          -84.517       28.5000       51.6082       -3.4584        5.8075       1.99018       237.695       10.1933        6.5054        6.5054        5.1414       265.000
20120830.090000          -88.207       29.2120      293.3774       -0.7286       13.2975       3.51080       190.773        8.4242        6.9989        6.9989        6.4976       235.000
20120830.090000          -94.000       22.2030     3498.4778       -0.4231        4.6672       1.23981        18.240        9.2666        5.2937        5.2937        3.9479        15.000
20120830.090000          -84.857       19.8020     4540.7300       -6.0670        3.2855       1.79570        75.131       10.1933        5.8829        5.8829        4.6997       325.000
20120830.100000          -89.658       25.8880     3176.6836        1.0806        8.5395       2.18488       272.144        9.2666        6.0867        6.0867        5.2514       315.000
20120830.100000          -93.666       25.7900     3211.0347        2.8768        4.1838       1.20608       333.884        7.6584        4.9076        4.9076        4.1192         5.000
20120830.100000          -85.612       26.0440     3278.5854       -2.9239        7.5646       2.04077       243.542       10.1933        5.7065        5.7065        4.5693       295.000
20120830.100000          -87.555       30.0650       24.8846       -3.1607       11.2615       2.62322       172.979        8.4242        6.1245        6.1245        5.4824       185.000
20120830.100000          -96.695       26.9660       85.1907        1.2798        0.0488       0.46119        39.007        5.2307        3.7474        3.7474        2.9642        35.000
20120830.100000          -94.413       29.2320       15.3785        8.9889       -1.7565       1.00453       288.655        4.3229        3.4292        3.4292        2.9814       285.000
20120830.100000          -84.517       28.5000       51.6082       -3.4470        5.4940       1.95940       237.677       10.1933        6.4735        6.4735        5.1073       265.000
20120830.100000          -88.207       29.2120      293.3774       -0.4748       12.8482       3.40447       190.984        8.4242        6.9162        6.9162        6.3991       235.000
20120830.100000          -94.000       22.2030     3498.4778       -0.8911        4.6266       1.21223        17.643        9.2666        5.2030        5.2030        3.8876        15.000
20120830.100000          -84.857       19.8020     4540.7300       -6.0640        3.4039       1.78038        75.982       10.1933        5.8773        5.8773        4.6976       325.000
20120830.110000          -89.658       25.8880     3176.6836        0.6414        8.2283       2.12921       273.216        9.2666        6.0582        6.0582        5.1786       315.000
20120830.110000          -93.666       25.7900     3211.0347        2.1277        4.1025       1.17038       337.349        7.6584        5.0706        5.0706        4.3392         5.000
20120830.110000          -85.612       26.0440     3278.5854       -3.1381        7.3510       2.01085       241.799       10.1933        5.6501        5.6501        4.5154       295.000
20120830.110000          -87.555       30.0650       24.8846       -2.7829       10.8946       2.53912       173.768        8.4242        6.0834        6.0834        5.4339       175.000
20120830.110000          -96.695       26.9660       85.1907        0.8557        0.1715       0.43183        38.518        5.2307        3.6283        3.6283        2.8569        35.000
20120830.110000          -94.413       29.2320       15.3785        8.8117       -0.9947       0.95079       283.715        4.3229        3.3277        3.3277        2.8692       275.000
20120830.110000          -84.517       28.5000       51.6082       -3.4356        5.1806       1.92716       237.724       10.1933        6.4805        6.4805        5.1501       265.000
20120830.110000          -88.207       29.2120      293.3774       -0.2168       12.3970       3.27587       191.741        8.4242        6.8416        6.8416        6.3120       235.000
20120830.110000          -94.000       22.2030     3498.4778       -1.3591        4.5861       1.18525        16.965        9.2666        5.1179        5.1179        3.8276        15.000
20120830.110000          -84.857       19.8020     4540.7300       -6.0610        3.5223       1.76806        77.490       10.1933        5.8303        5.8303        4.6266       325.000
20120830.120000          -89.658       25.8880     3176.6836        0.2270        7.8933       2.07548       274.115        9.2666        6.0452        6.0452        5.1672       315.000
20120830.120000          -93.666       25.7900     3211.0347        1.3785        4.0212       1.13994       340.250        7.6584        5.2077        5.2077        4.5341         5.000
20120830.120000          -85.612       26.0440     3278.5854       -3.3524        7.1372       1.98265       239.960       10.1933        5.5996        5.5996        4.4858       295.000
20120830.120000          -87.555       30.0650       24.8846       -2.4082       10.5051       2.45264       174.626        8.4242        6.0302        6.0302        5.3620       185.000
20120830.120000          -96.695       26.9660       85.1907        0.4316        0.2941       0.40406        38.476        5.2307        3.5574        3.5574        2.8087        35.000
20120830.120000          -94.413       29.2320       15.3785        8.5966       -0.2399       0.90546       278.588        4.3229        3.2513        3.2513        2.8051       265.000
20120830.120000          -84.517       28.5000       51.6082       -3.4242        4.8672       1.89437       237.834       10.1933        6.4729        6.4729        5.1386       265.000
20120830.120000          -88.207       29.2120      293.3774        0.0521       11.9353       3.14746       192.162        8.4242        6.7584        6.7584        6.2089       235.000
20120830.120000          -94.000       22.2030     3498.4778       -1.8271        4.5455       1.16061        16.662        9.2666        5.0209        5.0209        3.7630        15.000
20120830.120000          -84.857       19.8020     4540.7300       -6.0580        3.6407       1.75321        78.936       10.1933        5.8360        5.8360        4.6720       325.000
20120830.130000          -89.658       25.8880     3176.6836       -0.3738        7.7369       2.02024       275.064        9.2666        6.0287        6.0287        5.1268       315.000
20120830.130000          -93.666       25.7900     3211.0347        0.5491        4.5000       1.11557       342.347        7.6584        5.2588        5.2588        4.5834       355.000
20120830.130000          -85.612       26.0440     3278.5854       -3.6056        6.6697       1.95220       238.641       10.1933        5.5526        5.5526        4.4343       295.000
20120830.130000          -87.555       30.0650       24.8846       -2.3010       10.0165       2.35874       175.278        8.4242        5.9699        5.9699        5.2852       195.000
20120830.130000          -96.695       26.9660       85.1907        0.2217        0.9447       0.37985        38.628        5.2307        3.4589        3.4589        2.7179        35.000
20120830.130000          -94.413       29.2320       15.3785        7.1734        1.2549       0.80444       273.477        4.3229        3.1312        3.1312        2.6714       265.000
20120830.130000          -84.517       28.5000       51.6082       -3.4509        4.5161       1.85615       238.240       10.1933        6.5561        6.5561        5.2866       265.000
20120830.130000          -88.207       29.2120      293.3774       -0.1110       11.3727       3.00544       192.694        8.4242        6.6613        6.6613        6.0896       235.000
20120830.130000          -94.000       22.2030     3498.4778       -2.6793        4.4306       1.13817        16.751        9.2666        4.9253        4.9253        3.7053        15.000
20120830.130000          -84.857       19.8020     4540.7300       -6.3491        3.2640       1.74212        80.885       10.1933        5.7682        5.7682        4.5726       325.000
20120830.140000          -89.658       25.8880     3176.6836       -0.9746        7.5805       1.97261       274.866        9.2666        5.9889        5.9889        5.1007       315.000
20120830.140000          -93.666       25.7900     3211.0347       -0.2802        4.9788       1.09602       344.231        7.6584        5.2134        5.2134        4.4711       355.000
20120830.140000          -85.612       26.0440     3278.5854       -3.8588        6.2023       1.91372       238.471       10.1933        5.5496        5.5496        4.4405       295.000
20120830.140000          -87.555       30.0650       24.8846       -2.2589        9.3567       2.25143       176.020        8.4242        5.9200        5.9200        5.2130       185.000
20120830.140000          -96.695       26.9660       85.1907        0.0117        1.5953       0.35692        39.343        8.4242        3.4220        3.4220        2.7002        35.000
20120830.140000          -94.413       29.2320       15.3785        5.8793        2.2003       0.70140       268.703        3.9299        3.0493        3.0493        2.6001       255.000
20120830.140000          -84.517       28.5000       51.6082       -3.4777        4.1651       1.81662       238.756       10.1933        6.6415        6.6415        5.4188       265.000
20120830.140000          -88.207       29.2120      293.3774       -0.3428       10.6863       2.85111       193.089        8.4242        6.5968        6.5968        6.0117       235.000
20120830.140000          -94.000       22.2030     3498.4778       -3.5315        4.3159       1.12013        18.275        8.4242        4.8087        4.8087        3.6309         5.000
20120830.140000          -84.857       19.8020     4540.7300       -6.6402        2.8872       1.72917        82.788       10.1933        5.7612        5.7612        4.6142       325.000
20120830.150000          -89.658       25.8880     3176.6836       -1.5754        7.4241       1.92382       274.477        8.4242        5.9387        5.9387        5.0293       315.000
20120830.150000          -93.666       25.7900     3211.0347       -1.1095        5.4576       1.08576       346.163        7.6584        5.0320        5.0320        4.2024       355.000
20120830.150000          -85.612       26.0440     3278.5854       -4.1121        5.7348       1.86682       239.370       10.1933        5.6183        5.6183        4.5238       295.000
20120830.150000          -87.555       30.0650       24.8846       -2.2814        8.6427       2.13220       176.688        8.4242        5.8965        5.8965        5.1494       195.000
20120830.150000          -96.695       26.9660       85.1907       -0.1983        2.2460       0.33711        40.545        8.4242        3.3708        3.3708        2.6552        35.000
20120830.150000          -94.413       29.2320       15.3785        4.3719        3.2286       0.60775       263.572        3.9299        2.9752        2.9752        2.5251       245.000
20120830.150000          -84.517       28.5000       51.6082       -3.5044        3.8140       1.77810       239.179       10.1933        6.7093        6.7093        5.5234       265.000
20120830.150000          -88.207       29.2120      293.3774       -0.6815        9.9526       2.69131       193.433        8.4242        6.5297        6.5297        5.9014       235.000
20120830.150000          -94.000       22.2030     3498.4778       -4.3838        4.2010       1.11574        22.490        8.4242        4.6119        4.6119        3.4966         5.000
20120830.150000          -84.857       19.8020     4540.7300       -6.9314        2.5104       1.72124        84.773       10.1933        5.6724        5.6724        4.5017       325.000
20120830.160000          -89.658       25.8880     3176.6836       -2.1761        7.2676       1.87583       273.586        8.4242        5.8788        5.8788        4.9558       315.000
20120830.160000          -93.666       25.7900     3211.0347       -1.9389        5.9364       1.08875       349.089        7.6584        4.7410        4.7410        3.8575       355.000
20120830.160000          -85.612       26.0440     3278.5854       -4.3653        5.2673       1.81594       240.817       10.1933        5.6895        5.6895        4.6086       295.000
20120830.160000          -87.555       30.0650       24.8846       -2.3645        7.8800       2.01770       177.189        8.4242        5.8716        5.8716        5.1002       195.000
20120830.160000          -96.695       26.9660       85.1907       -0.4083        2.8967       0.31957        42.475        7.6584        3.3381        3.3381        2.6247        35.000
20120830.160000          -94.413       29.2320       15.3785        3.0545        4.0267       0.53600       256.734        3.9299        2.8912        2.8912        2.4478       245.000
20120830.160000          -84.517       28.5000       51.6082       -3.5312        3.4629       1.73839       239.672        9.2666        6.8073        6.8073        5.7036       265.000
20120830.160000          -88.207       29.2120      293.3774       -1.1192        9.1730       2.52655       193.705        8.4242        6.4885        6.4885        5.8516       235.000
20120830.160000          -94.000       22.2030     3498.4778       -5.2360        4.0862       1.12996        30.895        8.4242        4.3833        4.3833        3.3544         5.000
20120830.160000          -84.857       19.8020     4540.7300       -7.2226        2.1337       1.71465        86.721       10.1933        5.6088        5.6088        4.4540       325.000
20120830.170000          -89.658       25.8880     3176.6836       -2.7770        7.1112       1.83633       270.553        8.4242        5.7882        5.7882        4.8784       315.000
20120830.170000          -93.666       25.7900     3211.0347       -2.7682        6.4152       1.11308       356.732        7.6584        4.3993        4.3993        3.5329       355.000
20120830.170000          -85.612       26.0440     3278.5854       -4.6185        4.7998       1.77486       241.384        9.2666        5.7179        5.7179        4.6519       295.000
20120830.170000          -87.555       30.0650       24.8846       -2.5047        7.0668       1.90399       177.778        8.4242        5.8820        5.8820        5.1099       185.000
20120830.170000          -96.695       26.9660       85.1907       -0.6183        3.5473       0.30749        46.849        7.6584        3.2498        3.2498        2.5392        35.000
20120830.170000          -94.413       29.2320       15.3785        1.8773        4.6941       0.48843       247.768        3.9299        2.7595        2.7595        2.3198       245.000
20120830.170000          -84.517       28.5000       51.6082       -3.5579        3.1119       1.70173       239.978        9.2666        6.8576        6.8576        5.8123       265.000
20120830.170000          -88.207       29.2120      293.3774       -1.6508        8.3463       2.37311       193.777        8.4242        6.4422        6.4422        5.7795       235.000
20120830.170000          -94.000       22.2030     3498.4778       -6.0883        3.9714       1.16859        44.847        8.4242        4.1951        4.1951        3.2757         5.000
20120830.170000          -84.857       19.8020     4540.7300       -7.5137        1.7569       1.70735        88.383       10.1933        5.5589        5.5589        4.4384       325.000
20120830.180000          -89.658       25.8880     3176.6836       -2.8484        7.3110       1.79900       265.823        8.4242        5.6734        5.6734        4.7456       315.000
20120830.180000          -93.666       25.7900     3211.0347       -2.7205        6.4440       1.12000        10.460        7.6584        4.2842        4.2842        3.4705       355.000
20120830.180000          -85.612       26.0440     3278.5854       -4.6576        4.7594       1.73847       241.563        9.2666        5.6897        5.6897        4.6089       295.000
20120830.180000          -87.555       30.0650       24.8846       -2.4851        6.8172       1.80566       178.186        8.4242        5.8481        5.8481        5.0632       195.000
20120830.180000          -96.695       26.9660       85.1907       -0.4918        3.7192       0.30264        55.804        7.6584        3.0632        3.0632        2.3607        25.000
20120830.180000          -94.413       29.2320       15.3785        1.6227        5.0768       0.46620       235.574        3.9299        2.6342        2.6342        2.2167       235.000
20120830.180000          -84.517       28.5000       51.6082       -3.5340        3.0752       1.66512       240.248        9.2666        6.8814        6.8814        5.8489       265.000
20120830.180000          -88.207       29.2120      293.3774       -1.8028        8.1828       2.24330       193.650        7.6584        6.3489        6.3489        5.6914       235.000
20120830.180000          -94.000       22.2030     3498.4778       -6.0552        4.4018       1.19692        56.449        8.4242        4.1485        4.1485        3.2983         5.000
20120830.180000          -84.857       19.8020     4540.7300       -7.5030        1.7701       1.70275        90.215       10.1933        5.4933        5.4933        4.3792       325.000
20120830.190000          -89.658       25.8880     3176.6836       -2.9198        7.5107       1.76610       258.033        8.4242        5.5621        5.5621        4.6450       315.000
20120830.190000          -93.666       25.7900     3211.0347       -2.6729        6.4727       1.11882        40.252        6.9621        4.2122        4.2122        3.4321       355.000
20120830.190000          -85.612       26.0440     3278.5854       -4.6968        4.7189       1.70289       241.705        9.2666        5.6571        5.6571        4.5705       295.000
20120830.190000          -87.555       30.0650       24.8846       -2.7751        6.1238       1.71281       178.479        7.6584        5.8135        5.8135        5.0170       175.000
20120830.190000          -96.695       26.9660       85.1907       -0.3653        3.8911       0.30808        72.379        7.6584        2.8041        2.8041        2.1490       115.000
20120830.190000          -94.413       29.2320       15.3785        1.3681        5.4595       0.46259       221.976        3.5727        2.5440        2.5440        2.1430       235.000
20120830.190000          -84.517       28.5000       51.6082       -3.5101        3.0387       1.62857       240.478        9.2666        6.9027        6.9027        5.9015       265.000
20120830.190000          -88.207       29.2120      293.3774       -2.3173        7.9844       2.12604       193.126        7.6584        6.2202        6.2202        5.5340       235.000
20120830.190000          -94.000       22.2030     3498.4778       -6.0221        4.8323       1.22006        66.087        8.4242        4.1367        4.1367        3.3345         5.000
20120830.190000          -84.857       19.8020     4540.7300       -7.4922        1.7832       1.69658        91.899        9.2666        5.4479        5.4479        4.3569       325.000
20120830.200000          -89.658       25.8880     3176.6836       -2.9912        7.7104       1.73388       247.119        8.4242        5.4785        5.4785        4.5982       315.000
20120830.200000          -93.666       25.7900     3211.0347       -2.6253        6.5014       1.11453        89.363        6.9621        4.1554        4.1554        3.3985       355.000
20120830.200000          -85.612       26.0440     3278.5854       -4.7359        4.6784       1.67120       241.376        9.2666        5.6105        5.6105        4.5259       295.000
20120830.200000          -87.555       30.0650       24.8846       -2.7051        6.1169       1.63339       178.702        7.6584        5.7314        5.7314        4.9145       185.000
