%
%
% Run:00    Table:BUOYS             SWAN version:41.20
%
%       Time               Xp            Yp            Depth       X-Windv       Y-Windv         Hsig          Dir           RTpeak        Period        Tm01          Tm02          PkDir
%       [ ]                [degr]        [degr]        [m]           [m/s]         [m/s]         [m]           [degr]        [sec]         [sec]         [sec]         [sec]         [degr]
%
20120828.100000          -84.857       19.8020     4540.7300       -0.7981        3.2551       1.38232       350.502        9.2666        7.2816        7.2816        6.5213       345.000
20120828.110000          -89.658       25.8880     3176.6836       13.5271       -2.0139       4.57107        14.583       11.2126        8.4751        8.4751        7.7049        65.000
20120828.110000          -93.666       25.7900     3211.0347        7.2640       -5.3676       2.94542        60.460       12.3339        7.4865        7.4865        5.9440        85.000
20120828.110000          -85.612       26.0440     3278.5854        2.0840       15.3224       4.13926       205.201        8.4242        7.2933        7.2933        6.8731       195.000
20120828.110000          -87.555       30.0650       24.8846      -17.5875       -3.3697       4.56959       124.451       12.3339        8.0510        8.0510        7.0812       145.000
20120828.110000          -96.695       26.9660       85.1907        2.6859       -2.2357       1.45898        91.915       11.2126        8.6206        8.6206        7.9435        95.000
20120828.110000          -94.413       29.2320       15.3785        1.3664       -6.6706       0.77125        22.773       12.3339        2.9634        2.9634        2.3467         5.000
20120828.110000          -84.517       28.5000       51.6082       -8.9767       11.0256       3.89867       168.789       10.1933        7.5221        7.5221        6.8425       185.000
20120828.110000          -88.207       29.2120      293.3774      -18.9126       -8.7946       7.04836       107.682       12.3339        9.5739        9.5739        8.8489       135.000
20120828.110000          -94.000       22.2030     3498.4778        2.8962       -2.4367       1.99946        58.213       10.1933        9.2953        9.2953        8.8178        65.000
20120828.110000          -84.857       19.8020     4540.7300       -0.3792        3.1536       1.39177       350.289        9.2666        7.3871        7.3871        6.6967       345.000
20120828.120000          -89.658       25.8880     3176.6836       13.6422       -1.3041       4.49738         9.930       11.2126        8.3846        8.3846        7.6250        25.000
20120828.120000          -93.666       25.7900     3211.0347        7.5900       -5.1239       3.02249        59.899       12.3339        7.5869        7.5869        6.0235        85.000
20120828.120000          -85.612       26.0440     3278.5854        2.0900       14.8836       4.03513       207.868        8.4242        7.2516        7.2516        6.8181       205.000
20120828.120000          -87.555       30.0650       24.8846      -17.9089       -2.8003       4.66234       126.040       12.3339        8.1656        8.1656        7.2139       145.000
20120828.120000          -96.695       26.9660       85.1907        2.6358       -2.3215       1.51937        91.438       11.2126        8.8286        8.8286        8.1625        95.000
20120828.120000          -94.413       29.2320       15.3785        1.2299       -7.0032       0.82088        20.219       12.3339        3.0568        3.0568        2.4434        15.000
20120828.120000          -84.517       28.5000       51.6082       -8.3785       11.1474       3.82234       170.798       10.1933        7.4671        7.4671        6.7748       185.000
20120828.120000          -88.207       29.2120      293.3774      -19.8533       -8.1235       7.28711       109.694       12.3339        9.7076        9.7076        9.0005       135.000
20120828.120000          -94.000       22.2030     3498.4778        3.0529       -2.5502       2.04930        57.479       10.1933        9.4054        9.4054        8.9239        65.000
20120828.120000          -84.857       19.8020     4540.7300        0.0396        3.0521       1.40220       350.112        9.2666        7.4799        7.4799        6.8377       345.000
20120828.130000          -89.658       25.8880     3176.6836       14.1121       -0.3063       4.44661         4.573       11.2126        8.2715        8.2715        7.5116        15.000
20120828.130000          -93.666       25.7900     3211.0347        7.3232       -5.4210       3.08884        59.365       12.3339        7.6973        7.6973        6.1330        75.000
20120828.130000          -85.612       26.0440     3278.5854        1.7935       14.3033       3.93308       210.723        8.4242        7.2318        7.2318        6.7843       195.000
20120828.130000          -87.555       30.0650       24.8846      -18.3865       -1.3457       4.77800       127.768       12.3339        8.2681        8.2681        7.3454       155.000
20120828.130000          -96.695       26.9660       85.1907        2.5348       -2.6483       1.58066        90.983       11.2126        9.0352        9.0352        8.3780        95.000
20120828.130000          -94.413       29.2320       15.3785        1.5556       -7.6026       0.88822        16.433        3.5727        3.1392        3.1392        2.5326         5.000
20120828.130000          -84.517       28.5000       51.6082       -7.6145       11.0022       3.73591       173.120       10.1933        7.4233        7.4233        6.7250       185.000
20120828.130000          -88.207       29.2120      293.3774      -21.5954       -6.1500       7.60733       111.852       12.3339        9.8176        9.8176        9.1291       135.000
20120828.130000          -94.000       22.2030     3498.4778        2.9906       -2.3941       2.09654        56.759       11.2126        9.5084        9.5084        9.0248        55.000
20120828.130000          -84.857       19.8020     4540.7300       -0.8616        3.1650       1.41291       349.964        9.2666        7.5624        7.5624        6.9531       345.000
20120828.140000          -89.658       25.8880     3176.6836       14.2967        0.5522       4.40274       359.263       11.2126        8.1585        8.1585        7.4145        15.000
20120828.140000          -93.666       25.7900     3211.0347        7.0565       -5.7181       3.14268        58.925       12.3339        7.7929        7.7929        6.2006        75.000
20120828.140000          -85.612       26.0440     3278.5854        2.0536       13.5868       3.81567       213.971        8.4242        7.1981        7.1981        6.7258       205.000
20120828.140000          -87.555       30.0650       24.8846      -18.5946       -0.3587       4.87965       129.582       12.3339        8.3818        8.3818        7.4808       145.000
20120828.140000          -96.695       26.9660       85.1907        2.4339       -2.9750       1.64238        90.548       12.3339        9.2375        9.2375        8.5861        95.000
20120828.140000          -94.413       29.2320       15.3785        1.8812       -8.2020       0.96699        12.417        3.9299        3.2560        3.2560        2.6577        15.000
20120828.140000          -84.517       28.5000       51.6082       -6.7292       10.7673       3.63045       175.888       10.1933        7.3975        7.3975        6.6755       195.000
20120828.140000          -88.207       29.2120      293.3774      -22.9139       -4.4978       7.94789       114.288       12.3339        9.9386        9.9386        9.2681       135.000
20120828.140000          -94.000       22.2030     3498.4778        2.9283       -2.2381       2.13969        56.056       11.2126        9.6022        9.6022        9.1187        55.000
20120828.140000          -84.857       19.8020     4540.7300       -1.7629        3.2779       1.42341       349.847        9.2666        7.6303        7.6303        7.0293       345.000
20120828.150000          -89.658       25.8880     3176.6836       14.3783        1.4254       4.35527       354.118       11.2126        8.0664        8.0664        7.3270        15.000
20120828.150000          -93.666       25.7900     3211.0347        6.7898       -6.0152       3.18970        58.297       12.3339        7.8747        7.8747        6.2705        75.000
20120828.150000          -85.612       26.0440     3278.5854        2.1094       12.8958       3.68024       217.655        8.4242        7.1963        7.1963        6.6929       205.000
20120828.150000          -87.555       30.0650       24.8846      -18.7449        0.7168       4.97699       131.531       12.3339        8.4871        8.4871        7.6059       155.000
20120828.150000          -96.695       26.9660       85.1907        2.3330       -3.3017       1.70395        90.130       12.3339        9.4304        9.4304        8.7752        95.000
20120828.150000          -94.413       29.2320       15.3785        2.2068       -8.8014       1.04687         7.909        3.9299        3.3689        3.3689        2.7752       355.000
20120828.150000          -84.517       28.5000       51.6082       -6.0230       10.3872       3.51635       179.019       10.1933        7.3936        7.3936        6.6477       195.000
20120828.150000          -88.207       29.2120      293.3774      -24.3614       -2.3374       8.31349       117.204       12.3339       10.0724       10.0724        9.4203       145.000
20120828.150000          -94.000       22.2030     3498.4778        2.8660       -2.0820       2.17744        55.368       11.2126        9.6846        9.6846        9.2030        55.000
20120828.150000          -84.857       19.8020     4540.7300       -2.6642        3.3908       1.43385       349.793        9.2666        7.6527        7.6527        6.9622       345.000
20120828.160000          -89.658       25.8880     3176.6836       14.3393        2.2797       4.31669       349.009       11.2126        7.9770        7.9770        7.2552        15.000
20120828.160000          -93.666       25.7900     3211.0347        6.5231       -6.3123       3.22902        57.510       12.3339        7.9353        7.9353        6.3233        75.000
20120828.160000          -85.612       26.0440     3278.5854        1.9725       12.2321       3.56412       221.325        9.2666        7.1680        7.1680        6.6343       205.000
20120828.160000          -87.555       30.0650       24.8846      -18.8155        1.8754       5.06725       133.580       12.3339        8.5978        8.5978        7.7323       155.000
20120828.160000          -96.695       26.9660       85.1907        2.2321       -3.6285       1.76480        89.712       12.3339        9.5973        9.5973        8.8851        85.000
20120828.160000          -94.413       29.2320       15.3785        2.5325       -9.4008       1.13422         4.147        4.3229        3.5034        3.5034        2.9151         5.000
20120828.160000          -84.517       28.5000       51.6082       -5.5070        9.8815       3.41499       182.017       10.1933        7.3685        7.3685        6.5966       195.000
20120828.160000          -88.207       29.2120      293.3774      -25.6238        0.4638       8.65298       120.397       12.3339       10.2104       10.2104        9.5734       125.000
20120828.160000          -94.000       22.2030     3498.4778        2.8037       -1.9260       2.20875        54.689       11.2126        9.7543        9.7543        9.2750        55.000
20120828.160000          -84.857       19.8020     4540.7300       -3.5654        3.5035       1.45017       350.178        9.2666        7.3777        7.3777        6.1394       345.000
20120828.170000          -89.658       25.8880     3176.6836       14.1713        3.0833       4.26822       344.309       10.1933        7.8976        7.8976        7.1874         5.000
20120828.170000          -93.666       25.7900     3211.0347        6.2564       -6.6094       3.25954        56.566       12.3339        7.9801        7.9801        6.3659        75.000
20120828.170000          -85.612       26.0440     3278.5854        1.6555       11.5937       3.44493       225.153        9.2666        7.1479        7.1479        6.5763       275.000
20120828.170000          -87.555       30.0650       24.8846      -18.7768        3.1034       5.16076       135.538       12.3339        8.6693        8.6693        7.8219       155.000
20120828.170000          -96.695       26.9660       85.1907        2.1312       -3.9552       1.82532        89.219       12.3339        9.6629        9.6629        8.6358        85.000
20120828.170000          -94.413       29.2320       15.3785        2.8581      -10.0002       1.22870         0.856        4.3229        3.6403        3.6403        3.0614         5.000
20120828.170000          -84.517       28.5000       51.6082       -5.1851        9.2695       3.32105       185.076       10.1933        7.3501        7.3501        6.5498       195.000
20120828.170000          -88.207       29.2120      293.3774      -26.3761        3.9063       8.95787       123.950       12.3339       10.3176       10.3176        9.6934       145.000
20120828.170000          -94.000       22.2030     3498.4778        2.7414       -1.7700       2.23289        54.011       11.2126        9.8103        9.8103        9.3332        55.000
20120828.170000          -84.857       19.8020     4540.7300       -4.4667        3.6164       1.47949       351.590       10.1933        6.9092        6.9092        5.4233       345.000
20120828.180000          -89.658       25.8880     3176.6836       13.8949        3.8321       4.22813       339.669       10.1933        7.8154        7.8154        7.1088         5.000
20120828.180000          -93.666       25.7900     3211.0347        6.5369       -6.0360       3.28019        55.495       12.3339        8.0138        8.0138        6.4130        75.000
20120828.180000          -85.612       26.0440     3278.5854        1.3040       11.5147       3.34364       228.482        9.2666        7.1106        7.1106        6.5065       275.000
20120828.180000          -87.555       30.0650       24.8846      -18.6149        4.3812       5.23497       137.682       12.3339        8.7376        8.7376        7.9083       155.000
20120828.180000          -96.695       26.9660       85.1907        2.3231       -3.6335       1.88419        88.682       12.3339        9.6874        9.6874        8.3804        85.000
20120828.180000          -94.413       29.2320       15.3785        2.8377       -9.8827       1.27061       359.503        4.3229        3.7206        3.7206        3.1350       355.000
20120828.180000          -84.517       28.5000       51.6082       -4.9532        9.2598       3.24742       188.079       10.1933        7.3312        7.3312        6.5185       195.000
20120828.180000          -88.207       29.2120      293.3774      -27.6495        8.2432       9.43426       128.520       12.3339       10.4418       10.4418        9.8340       135.000
20120828.180000          -94.000       22.2030     3498.4778        2.6825       -1.3447       2.24951        53.325       11.2126        9.8523        9.8523        9.3773        55.000
20120828.180000          -84.857       19.8020     4540.7300       -4.2418        3.8373       1.50083       352.616       10.1933        6.6993        6.6993        5.1687       345.000
20120828.190000          -89.658       25.8880     3176.6836       13.3893        3.8384       4.14432       336.566       10.1933        7.8064        7.8064        7.1081         5.000
20120828.190000          -93.666       25.7900     3211.0347        6.8174       -5.4626       3.28339        54.513       12.3339        8.0368        8.0368        6.4216        75.000
20120828.190000          -85.612       26.0440     3278.5854        0.9279       11.5695       3.25521       231.160        9.2666        7.0764        7.0764        6.4241       275.000
20120828.190000          -87.555       30.0650       24.8846      -18.4335        4.9282       5.28208       139.668       12.3339        8.7944        8.7944        7.9869       155.000
20120828.190000          -96.695       26.9660       85.1907        2.5151       -3.3118       1.93875        88.193       12.3339        9.7708        9.7708        8.4224        85.000
20120828.190000          -94.413       29.2320       15.3785        2.8172       -9.7652       1.28306       358.557        4.3229        3.7574        3.7574        3.1656         5.000
20120828.190000          -84.517       28.5000       51.6082       -4.8854        9.4016       3.18350       190.925       10.1933        7.3056        7.3056        6.4477       205.000
20120828.190000          -88.207       29.2120      293.3774      -26.6759       10.5231       9.62955       132.350       12.3339       10.5165       10.5165        9.9295       145.000
20120828.190000          -94.000       22.2030     3498.4778        2.6236       -0.9194       2.25861        52.621       11.2126        9.8806        9.8806        9.4074        55.000
20120828.190000          -84.857       19.8020     4540.7300       -4.0170        4.0581       1.51757       353.423       10.1933        6.5836        6.5836        5.0676       345.000
20120828.200000          -89.658       25.8880     3176.6836       12.9249        4.3630       4.07414       333.327       10.1933        7.7658        7.7658        7.0597         5.000
20120828.200000          -93.666       25.7900     3211.0347        7.0979       -4.8892       3.27739        53.265       12.3339        8.0363        8.0363        6.4329        75.000
20120828.200000          -85.612       26.0440     3278.5854        0.4355       11.6677       3.18325       233.103        9.2666        7.0284        7.0284        6.3391       285.000
20120828.200000          -87.555       30.0650       24.8846      -18.1404        5.8660       5.31126       141.469       12.3339        8.8157        8.8157        8.0308       155.000
20120828.200000          -96.695       26.9660       85.1907        2.7070       -2.9901       1.98794        87.745       12.3339        9.8941        9.8941        8.6187        85.000
20120828.200000          -94.413       29.2320       15.3785        2.7968       -9.6477       1.28507       357.579        4.3229        3.7551        3.7551        3.1570         5.000
20120828.200000          -84.517       28.5000       51.6082       -4.8982        9.5879       3.13407       193.422       10.1933        7.2660        7.2660        6.3983       215.000
20120828.200000          -88.207       29.2120      293.3774      -25.3929       13.1828       9.69243       136.072       12.3339       10.5443       10.5443        9.9718       135.000
20120828.200000          -94.000       22.2030     3498.4778        2.5647       -0.4940       2.26049        51.889       11.2126        9.8957        9.8957        9.4241        55.000
20120828.200000          -84.857       19.8020     4540.7300       -3.7921        4.2789       1.53101       354.154       10.1933        6.4929        6.4929        4.9807       345.000
20120828.210000          -89.658       25.8880     3176.6836       12.4544        4.8623       3.99144       330.828       10.1933        7.7453        7.7453        7.0405         5.000
20120828.210000          -93.666       25.7900     3211.0347        7.3785       -4.3159       3.25685        51.953       12.3339        8.0213        8.0213        6.4158        75.000
20120828.210000          -85.612       26.0440     3278.5854       -0.0967       11.7954       3.13038       234.244        9.2666        6.9602        6.9602        6.2363       285.000
20120828.210000          -87.555       30.0650       24.8846      -17.7703        6.7655       5.32077       143.285       12.3339        8.8241        8.8241        8.0492       155.000
20120828.210000          -96.695       26.9660       85.1907        2.8990       -2.6685       2.03187        87.290       12.3339       10.0132       10.0132        8.8468        85.000
20120828.210000          -94.413       29.2320       15.3785        2.7764       -9.5303       1.27478       357.214        4.3229        3.7608        3.7608        3.1664       355.000
20120828.210000          -84.517       28.5000       51.6082       -4.9390        9.8048       3.09934       195.457       10.1933        7.2033        7.2033        6.2973       225.000
20120828.210000          -88.207       29.2120      293.3774      -23.8318       15.4793       9.58806       139.632       12.3339       10.5156       10.5156        9.9545       145.000
20120828.210000          -94.000       22.2030     3498.4778        2.5058       -0.0687       2.25573        51.120       11.2126        9.8984        9.8984        9.4282        55.000
20120828.210000          -84.857       19.8020     4540.7300       -3.5673        4.4998       1.54187       354.835       10.1933        6.4260        6.4260        4.9056       345.000
20120828.220000          -89.658       25.8880     3176.6836       11.9860        5.3424       3.92185       328.103       10.1933        7.6938        7.6938        6.9776       355.000
20120828.220000          -93.666       25.7900     3211.0347        7.6590       -3.7425       3.22906        50.292       12.3339        7.9784        7.9784        6.3979        75.000
20120828.220000          -85.612       26.0440     3278.5854       -0.6665       11.9489       3.09282       234.447       10.1933        6.8862        6.8862        6.1258       285.000
20120828.220000          -87.555       30.0650       24.8846      -17.3296        7.6148       5.31532       144.961       12.3339        8.7989        8.7989        8.0444       155.000
20120828.220000          -96.695       26.9660       85.1907        3.0909       -2.3468       2.07020        86.800       12.3339       10.1064       10.1064        9.0401        85.000
20120828.220000          -94.413       29.2320       15.3785        2.7559       -9.4128       1.26626       356.346        4.3229        3.7283        3.7283        3.1256       345.000
20120828.220000          -84.517       28.5000       51.6082       -5.0052       10.0514       3.07463       197.107       10.1933        7.1490        7.1490        6.2541       225.000
20120828.220000          -88.207       29.2120      293.3774      -22.0712       17.3423       9.45334       143.313       12.3339       10.4490       10.4490        9.9030       145.000
20120828.220000          -94.000       22.2030     3498.4778        2.4469        0.3566       2.24510        50.307       11.2126        9.8897        9.8897        9.4208        55.000
20120828.220000          -84.857       19.8020     4540.7300       -3.3424        4.7206       1.55170       355.593       10.1933        6.3840        6.3840        4.8924       345.000
20120828.230000          -89.658       25.8880     3176.6836       11.5273        5.8102       3.85082       325.676       10.1933        7.6522        7.6522        6.9271       345.000
20120828.230000          -93.666       25.7900     3211.0347        7.9396       -3.1690       3.18656        48.609       12.3339        7.9382        7.9382        6.3884        65.000
20120828.230000          -85.612       26.0440     3278.5854       -1.2717       12.1245       3.06716       234.034       10.1933        6.8302        6.8302        6.0876       285.000
20120828.230000          -87.555       30.0650       24.8846      -16.8275        8.4047       5.27641       146.684       11.2126        8.7911        8.7911        8.0484       155.000
20120828.230000          -96.695       26.9660       85.1907        3.2828       -2.0251       2.10210        86.278       12.3339       10.1724       10.1724        9.1911        85.000
20120828.230000          -94.413       29.2320       15.3785        2.7355       -9.2953       1.24978       356.162        4.3229        3.7209        3.7209        3.1325       355.000
20120828.230000          -84.517       28.5000       51.6082       -5.0941       10.3267       3.06405       198.266       10.1933        7.0697        7.0697        6.1516       235.000
20120828.230000          -88.207       29.2120      293.3774      -20.1786       18.7257       9.20362       147.067       12.3339       10.3287       10.3287        9.7921       145.000
20120828.230000          -94.000       22.2030     3498.4778        2.3880        0.7819       2.22946        49.445       11.2126        9.8709        9.8709        9.4031        55.000
20120828.230000          -84.857       19.8020     4540.7300       -3.1176        4.9414       1.56106       356.381       10.1933        6.3285        6.3285        4.8419       345.000
20120829.000000          -89.658       25.8880     3176.6836       11.0843        6.2726       3.78757       323.275       10.1933        7.6068        7.6068        6.8826       345.000
20120829.000000          -93.666       25.7900     3211.0347        8.2201       -2.5957       3.13612        46.637       12.3339        7.8809        7.8809        6.3775        65.000
20120829.000000          -85.612       26.0440     3278.5854       -1.8973       12.3031       3.06099       232.579       10.1933        6.7457        6.7457        5.9748       285.000
20120829.000000          -87.555       30.0650       24.8846      -16.2740        9.1280       5.22742       148.399       11.2126        8.7557        8.7557        8.0375       155.000
20120829.000000          -96.695       26.9660       85.1907        3.4747       -1.7034       2.12659        85.730       12.3339       10.2121       10.2121        9.2927        85.000
20120829.000000          -94.413       29.2320       15.3785        2.7148       -9.1770       1.23672       355.356        4.3229        3.6733        3.6733        3.0789       345.000
20120829.000000          -84.517       28.5000       51.6082       -5.2032       10.6295       3.06116       199.105       10.1933        7.0184        7.0184        6.1180       235.000
20120829.000000          -88.207       29.2120      293.3774      -18.1958       19.5889       8.91018       151.040       12.3339       10.2062       10.2062        9.6821       155.000
20120829.000000          -94.000       22.2030     3498.4778        2.3291        1.2072       2.20973        48.530       11.2126        9.8433        9.8433        9.3764        55.000
20120829.000000          -84.857       19.8020     4540.7300       -2.8927        5.1623       1.56968       357.239       10.1933        6.3012        6.3012        4.8405       345.000
20120829.010000          -89.658       25.8880     3176.6836       10.7020        6.3228       3.72407       321.165       10.1933        7.5613        7.5613        6.8163       345.000
20120829.010000          -93.666       25.7900     3211.0347        8.1997       -2.4970       3.07435        44.530       12.3339        7.8000        7.8000        6.3150        65.000
20120829.010000          -85.612       26.0440     3278.5854       -2.0078       12.0518       3.03674       232.187       10.1933        6.7193        6.7193        5.9748       285.000
20120829.010000          -87.555       30.0650       24.8846      -15.8116        9.0706       5.12305       149.769       11.2126        8.6934        8.6934        7.9818       155.000
20120829.010000          -96.695       26.9660       85.1907        3.3815       -1.8629       2.14264        85.166       12.3339       10.2290       10.2290        9.3485        85.000
20120829.010000          -94.413       29.2320       15.3785        2.8263       -9.3130       1.23148       355.064        4.3229        3.6727        3.6727        3.0979       355.000
20120829.010000          -84.517       28.5000       51.6082       -5.1828       10.6057       3.05288       199.979       10.1933        6.9802        6.9802        6.0846       235.000
20120829.010000          -88.207       29.2120      293.3774      -16.5073       18.5242       8.51598       154.648       12.3339       10.0127       10.0127        9.5050       145.000
20120829.010000          -94.000       22.2030     3498.4778        2.6331        1.4506       2.18680        47.562       11.2126        9.8083        9.8083        9.3420        55.000
20120829.010000          -84.857       19.8020     4540.7300       -3.1397        4.8394       1.57607       358.020       10.1933        6.2840        6.2840        4.8250       345.000
20120829.020000          -89.658       25.8880     3176.6836       10.2578        6.6588       3.66346       319.347       10.1933        7.5300        7.5300        6.7888       335.000
20120829.020000          -93.666       25.7900     3211.0347        8.1792       -2.3983       3.00657        42.139       12.3339        7.6930        7.6930        6.2414        65.000
20120829.020000          -85.612       26.0440     3278.5854       -2.0925       11.7662       3.00561       232.343       10.1933        6.6842        6.6842        5.8996       285.000
20120829.020000          -87.555       30.0650       24.8846      -15.2177        9.2803       5.00514       150.992       11.2126        8.5888        8.5888        7.8863       155.000
20120829.020000          -96.695       26.9660       85.1907        3.2883       -2.0223       2.14931        84.596       12.3339       10.2272       10.2272        9.3686        85.000
20120829.020000          -94.413       29.2320       15.3785        2.9352       -9.4400       1.23598       354.002        4.3229        3.6476        3.6476        3.0708       345.000
20120829.020000          -84.517       28.5000       51.6082       -5.1059       10.4979       3.03592       201.128       10.1933        6.9616        6.9616        6.0722       235.000
20120829.020000          -88.207       29.2120      293.3774      -15.0081       17.7743       8.06670       158.102       11.2126        9.8270        9.8270        9.3247       155.000
20120829.020000          -94.000       22.2030     3498.4778        2.9371        1.6940       2.16144        46.545       11.2126        9.7671        9.7671        9.3011        55.000
20120829.020000          -84.857       19.8020     4540.7300       -3.3867        4.5166       1.58131       358.746       10.1933        6.2917        6.2917        4.8424       335.000
20120829.030000          -89.658       25.8880     3176.6836        9.7961        6.9822       3.60503       317.680       10.1933        7.4880        7.4880        6.7140       335.000
20120829.030000          -93.666       25.7900     3211.0347        8.1587       -2.2996       2.93157        39.583       12.3339        7.5663        7.5663        6.1273        65.000
20120829.030000          -85.612       26.0440     3278.5854       -2.1771       11.4807       2.96824       233.216       10.1933        6.6839        6.6839        5.9221       285.000
20120829.030000          -87.555       30.0650       24.8846      -14.6259        9.4341       4.85818       152.235       11.2126        8.4984        8.4984        7.8002       155.000
20120829.030000          -96.695       26.9660       85.1907        3.1951       -2.1818       2.14583        84.027       12.3339       10.2097       10.2097        9.3609        85.000
20120829.030000          -94.413       29.2320       15.3785        3.0406       -9.5582       1.23771       353.624        4.3229        3.6589        3.6589        3.1013       355.000
20120829.030000          -84.517       28.5000       51.6082       -4.9986       10.3420       3.01575       202.349       10.1933        6.9423        6.9423        6.0495       235.000
20120829.030000          -88.207       29.2120      293.3774      -14.0766       17.4991       7.72835       161.592       11.2126        9.6423        9.6423        9.1563       155.000
20120829.030000          -94.000       22.2030     3498.4778        3.2411        1.9374       2.13434        45.485       11.2126        9.7207        9.7207        9.2546        55.000
20120829.030000          -84.857       19.8020     4540.7300       -3.6337        4.1938       1.58663       359.472       10.1933        6.2944        6.2944        4.8420       335.000
20120829.040000          -89.658       25.8880     3176.6836        9.3182        7.2937       3.54471       316.313       10.1933        7.4694        7.4694        6.6970       335.000
20120829.040000          -93.666       25.7900     3211.0347        8.1382       -2.2009       2.85456        36.709       12.3339        7.4269        7.4269        6.0289        65.000
20120829.040000          -85.612       26.0440     3278.5854       -2.2617       11.1951       2.93076       234.459       10.1933        6.6608        6.6608        5.8478       295.000
20120829.040000          -87.555       30.0650       24.8846      -14.0386        9.5358       4.71330       153.330       11.2126        8.3748        8.3748        7.6853       155.000
20120829.040000          -96.695       26.9660       85.1907        3.1019       -2.3412       2.13178        83.461       12.3339       10.1766       10.1766        9.3266        85.000
20120829.040000          -94.413       29.2320       15.3785        3.1404       -9.6630       1.24296       352.568        4.3229        3.6393        3.6393        3.0790       345.000
20120829.040000          -84.517       28.5000       51.6082       -4.8855       10.1764       2.98997       203.830       10.1933        6.9349        6.9349        6.0376       245.000
20120829.040000          -88.207       29.2120      293.3774      -13.2908       17.2557       7.37019       164.959       11.2126        9.4895        9.4895        9.0064       155.000
20120829.040000          -94.000       22.2030     3498.4778        3.5450        2.1808       2.10601        44.390       11.2126        9.6700        9.6700        9.2020        45.000
20120829.040000          -84.857       19.8020     4540.7300       -3.8807        3.8709       1.59107         0.178       10.1933        6.3320        6.3320        4.8927       335.000
20120829.050000          -89.658       25.8880     3176.6836        8.8251        7.5942       3.48602       315.025       10.1933        7.4432        7.4432        6.6383       335.000
20120829.050000          -93.666       25.7900     3211.0347        8.1178       -2.1023       2.77370        33.671       12.3339        7.2715        7.2715        5.8961        65.000
20120829.050000          -85.612       26.0440     3278.5854       -2.3464       10.9095       2.88967       236.365       10.1933        6.6743        6.6743        5.8697       295.000
20120829.050000          -87.555       30.0650       24.8846      -13.4576        9.5897       4.54830       154.525       11.2126        8.2673        8.2673        7.5802       165.000
20120829.050000          -96.695       26.9660       85.1907        3.0087       -2.5007       2.10700        82.898       12.3339       10.1277       10.1277        9.2670        85.000
20120829.050000          -94.413       29.2320       15.3785        3.2372       -9.7633       1.24389       352.131        4.3229        3.6522        3.6522        3.1107       355.000
20120829.050000          -84.517       28.5000       51.6082       -4.7724       10.0109       2.96713       205.247       10.1933        6.9225        6.9225        6.0158       245.000
20120829.050000          -88.207       29.2120      293.3774      -12.5804       16.9885       7.11675       168.245       11.2126        9.3549        9.3549        8.8798       155.000
20120829.050000          -94.000       22.2030     3498.4778        3.8490        2.4242       2.07686        43.267       11.2126        9.6146        9.6146        9.1390        45.000
20120829.050000          -84.857       19.8020     4540.7300       -4.1277        3.5482       1.59647         0.939       10.1933        6.3564        6.3564        4.9189       335.000
20120829.060000          -89.658       25.8880     3176.6836        8.3176        7.8848       3.42396       313.974       10.1933        7.4370        7.4370        6.6312       335.000
20120829.060000          -93.666       25.7900     3211.0347        8.0973       -2.0035       2.69171        30.471       11.2126        7.1197        7.1197        5.7860        65.000
20120829.060000          -85.612       26.0440     3278.5854       -2.4310       10.6239       2.85269       238.495       10.1933        6.6612        6.6612        5.7988       295.000
20120829.060000          -87.555       30.0650       24.8846      -12.8814        9.5968       4.39344       155.662       11.2126        8.1336        8.1336        7.4470       155.000
20120829.060000          -96.695       26.9660       85.1907        2.9154       -2.6601       2.07175        82.332       12.3339       10.0600       10.0600        9.1746        85.000
20120829.060000          -94.413       29.2320       15.3785        3.3316       -9.8612       1.24845       351.067        4.3229        3.6343        3.6343        3.0899       345.000
20120829.060000          -84.517       28.5000       51.6082       -4.6593        9.8453       2.94059       206.906       10.1933        6.9220        6.9220        6.0053       245.000
20120829.060000          -88.207       29.2120      293.3774      -11.9331       16.7021       6.86302       171.407       11.2126        9.2257        9.2257        8.7511       155.000
20120829.060000          -94.000       22.2030     3498.4778        4.1530        2.6675       2.04721        42.127       11.2126        9.5496        9.5496        9.0395        45.000
20120829.060000          -84.857       19.8020     4540.7300       -4.3747        3.2253       1.60144         1.607       10.1933        6.4057        6.4057        4.9757       335.000
20120829.070000          -89.658       25.8880     3176.6836        7.9724        8.3339       3.37781       312.395       10.1933        7.3818        7.3818        6.5373       335.000
20120829.070000          -93.666       25.7900     3211.0347        8.2517       -1.5298       2.61111        27.020       11.2126        6.9466        6.9466        5.6415        55.000
20120829.070000          -85.612       26.0440     3278.5854       -1.9425       10.3892       2.81223       241.352       10.1933        6.6878        6.6878        5.8233       295.000
20120829.070000          -87.555       30.0650       24.8846      -12.2059       10.3722       4.26934       156.986       11.2126        8.0210        8.0210        7.3339       165.000
20120829.070000          -96.695       26.9660       85.1907        2.8006       -2.7914       2.02656        81.754       12.3339        9.9709        9.9709        9.0478        85.000
20120829.070000          -94.413       29.2320       15.3785        3.6842       -9.7667       1.24301       350.168        4.7552        3.6419        3.6419        3.1167       355.000
20120829.070000          -84.517       28.5000       51.6082       -3.9401        9.7923       2.91486       208.696       10.1933        6.9246        6.9246        5.9901       245.000
